checking	Project_ID	First_Project_ID	Second_Project_ID	Original_Project_description	Curated_Project_description	has_it_been_collected	why_not_collect	Number_of_samples	Number_of_runs	Population	Related_Publications	isIndepthAnalzed
1	PRJNA451479	NULL	SRP142323	NULL	NULL	Y		60	60	NULL	NULL	0
1	PRJNA453621	NULL	SRP142644	NULL	NULL	Y		286	286	NULL	DOI: 10.1080/19490976.2020.1747329	0
1	PRJNA453829	PRJNA453829	SRP144012	This is the first ever investigation of the alteration of microbiota from postoperative patients with CRC, and associated microbiota with the prognosis of postoperative patients.		Y		116	116	NULL	NULL	0
0	PRJNA453840	PRJNA453840		This SuperSeries is composed of the SubSeries listed below. Overall design: Refer to individual Series.	The collection of PRJNA451479 and PRJNA453621	Y		346	346		NULL	0
1	PRJNA453965	PRJNA453965	SRP145558	To explore the taxonomies and functional capacity of the gut microbiota in patients with breast cancer.		Y		133	133	NULL	NULL	0
1	PRJNA46307	PRJNA46307	SRP002468	Esophageal adenocarcinoma, the type of cancer linked to heartburn due to gastroesophageal reflux diseases (GERD), has jumped six fold in the past 30 years, which cannot be explained by the usual environmental or host factors. We intend to characterize the change in the esophageal microbiome (the native bacterial population of the esophagus), in patients at various stages in GERD. If GERD represents a microbiome-related disease, it could be possible to design new antibiotic or probiotic treatment strategies to prevent GERD and reverse the current trend of increasing rate of esophageal adenocarcinoma	NA	Y		116	116	NULL	19819907	0
1	PRJNA46321	PRJNA46321	SRP002423Â 	Inflammatory bowel diseases (IBD), such as Crohnâ€™s disease, are chronic, immunologically mediated disorders that have severe medical consequences. The current hypothesis is that these diseases are due to an overly aggressive immune response to a subset of commensal enteric bacteria. Studies to date on IBD have suggested that the disorder may be caused by a combination of bacteria and host susceptibility; however the etiologies of these diseases remain an enigma. In this application, we propose to develop and demonstrate the ability to profile Crohnâ€™s disease at an unprecedented molecular level by elucidation of specific biomarkers (bacterial strains, genes, or proteins) that correlate to disease symptoms. To achieve this goal, we will employ a multidisciplinary approach based on metagenomic and metaproteomic molecular tools to elucidate the composition of the commensal microbiota in monozygotic twins that are either healthy or exhibit Crohnâ€™s disease (for concordant, both are diseased; for discordant, one is healthy and one is diseased). The central hypotheses of this proposal are (1) that specific members and/or functional activities of the gastrointestinal (GI) microbiota differ in patients with Crohnâ€™s disease as compared to healthy individuals, and (2) that it will be possible to elucidate microbial signatures which correlate with the occurrence and progression of this disease by integration of data obtained from 16S rRNA-based molecular fingerprinting, metagenomics, and metaproteomics approaches. To address these hypotheses, three specific aims are proposed: 1) Obtain data on community gene content (metagenome) in a subset of healthy twins and twins with Crohnâ€™s Disease to assess potential differences in the metabolic capabilities of the gut microbiota associated with CD, 2) Obtain data on community protein content (metaproteome) in a subset of healthy twins and twins with Crohnâ€™s Disease to assess the state of expressed proteins associated with CD, 3) Apply various statistical clustering and classification methods to correlate/associate microbial community composition, gene and protein content with patient metadata, including metabolite profiles and clinical phenotype. The ultimate goal of these efforts is to identify novel biomarkers for non-invasive diagnostics of CD and to eventually identify drug targets (i.e. bacterial strains) for cure or suppression of disease symptoms. PUBLIC HEALTH RELEVANCE: This study aims to unravel the contribution of the bacteria that normally inhabit the human gastrointestinal tract to Crohnâ€™s disease by using a multidisciplinary approach to study changes in the structure and function of gut microbial communities in three sets of patient cohorts who have Crohnâ€™s disease. These results will be compared with those obtained from the study of healthy individuals and have the potential to identify new biomarkers of disease severity, location, and progression.	NULL	Y		168	200	NULL	NULL	0
4	PRJNA46323	PRJNA46323	SRP002479	We have combined expertise in multiple disciplines and the capability to collect a large number of well-phenotyped human clinical samples across six institutions (Washington University in St. Louis, University of North Carolina, University of Colorado, University of New Mexico, Mount Sinai Medical Center, and Cleveland Clinic) with the capacity for high-throughput sequencing at the Genome Center at Washington University to study how alterations in the human intestinal microbiome relate to Crohn's disease.	NULL	Y		181	183	NULL	22719818,22719822	0
1	PRJNA46337	PRJNA46337	SRP002422	Necrotizing enterocolitis (NEC) is a devastating complication of prematurity. It occurs suddenly, usually during the first month of life, and we don't know how to prevent it. It is probably more dangerous to premature infants than lung disease today. About one-third of children die and many of the survivors are left with very little intestines. NEC is a disorder that we think might relate to the microbes in the gut. We propose to study this disease intensively, compare cases to controls especially in the days leading up to NEC, and try to determine what differentiates the patients who get this disorder from those who don't. We might then be able to alter these factors, and prevent this abdominal catastrophe from occurring.	NA	Y		3850	4729	NULL	19819907	0
1	PRJNA46339	PRJNA46339	SRP002457	his project will increase our understanding of the microbes that reside in the intestines of healthy children and children with various intestinal disorders. The findings from this project will enable scientists to determine the nature of beneficial microbial populations in intestines of healthy children, and whether specific differences in groups of microbes may contribute to diseases in children. Ultimately, the discoveries from this project may allow physicians to manipulate microbes in the intestine in order to promote health and cure or prevent disease. 	NA	Y		91	355	NULL	19819907	0
0	PRJNA471742	PRJNA471742	SRP148278	Trimethylamine N-Oxide (TMAO) is a circulating metabolite that has been implicated in the development of atherosclerosis and cardiovascular disease. Manor et al. identify blood markers, metabolites, proteins, gut microbiota patterns, and diets that are significantly associated with levels of plasma TMAO.	NULL	N	No phenotype data; no gender, age, BMI data.	648	648	USA	NULL	0
1	PRJNA472379	PRJNA472379	SRP148700	Characterize the interactions between the immune system, gut microbiome, and microbial metabolism in the context of HIV subjects with depression.		Y		17	17	NULL	NULL	0
1	PRJNA473126	PRJNA473126	SRP148966	This is a short-read-sequence based longitudinal analysis of gut microbiome development in healthy twins 0-8 months of age in St Louis, Missouri.		Y		402	447	infant	30374198	0
1	PRJNA477766	PRJNA477766	SRP151288	the microbial community diversities of gut from TC and HC individuals		Y		70	70	NULL	NULL	0
1	PRJNA478949	PRJNA478949	SRP151803	Here, we provide matched 16S,ITS,Metagenome and Metatranscriptome data obtained from CDI- and CDI+ diarrheal samples.		Y		148	148	NULL	NULL	0
0	PRJNA479838	PRJNA479838	SRP152675	Intestinal flora diversity in patients with adenomatous polyps	NULL	Y		35	35	Chinese	NULL	0
1	PRJNA480547	PRJNA480547	SRP153004	To investigate whether diets with different fat content of 20%, 30% and 40% energy alter the gut microbiota among healthy young adults by a randomized controlled-feeding trial		Y		434	434	NULL	NULL	0
0	PRJNA480711	PRJNA480711	SRP154898	Using a multi-omics approach, we identified microbiome-derived biochemicals and metagenomic functions associated with progressive hepatic pathology and fibrosis in Latino children (N=241). These findings point to potential therapeutic targets in NASH and hepatic injury.	NULL	N	Rectal swab,not feces	486	526	NULL	10.2139/ssrn.3299431	0
0	PRJNA481413	PRJNA481413	SRP154244	This study presented gastric microbiota (mucosal and fluid microbiome, 16S rDNA) in patients with gastritis, intestinal metaplasia and gastric cancer respectively.	NULL	N	Not related to gut.	445	445	NULL	NULL	0
1	PRJNA48333	PRJNA48333	SRP002395	16S rRNA sequencing is being used to characterize the complexity of microbial communities at individual body sites, and to determine whether there is a core microbiome at each site. Several body sites are being studied, including the gastrointestinal and female urogenital tracts, oral cavity, nasal and pharyngeal tract, and skin. This project includes development, pilot-phase and production-phase sub-projects, each linked to their respective data sets of Sanger or second generation (eg. 454) sequences	NA	Y		255	455	NULL	NULL	0
1	PRJNA483794	PRJNA483794	SRP156211	Raw sequences from 16S, 18S and trans-ITS amplicons, derived from stool samples of children with Severe Acute Malnutrition		Y		46	46	NULL	26351661	0
0	PRJNA484031	PRJNA484031	SRP158728	62 fecal samples of low-set rectal cancer patients with FOLFOX treatment. Based on the clinical treatment result, the samples were clustered to R and NR. Analysis the gut microbiota, to illustrate the inter relationship between microbes and clinical results	Fecal samples	Y	NULL	62	62	NULL	NULL	0
1	PRJNA48477	PRJNA48477	SRP002012	HMP demonstration projects were developed to investigate the potential relationship of changes in the human microbiota to human health and disease. High throughput genomics technologies were used to assess whether the microbiota in a specific region on/in the human body plays a role in contributing to health status.	NA	Y		68	188	NULL	NULL	0
1	PRJNA48479	PRJNA48479	SRP002163	HMP demonstration projects were developed to investigate the potential relationship of changes in the human microbiota to human health and disease. High throughput genomics technologies were used to assess whether the microbiota in a specific region on/in the human body plays a role in contributing to health status.	NA	Y		475	1862	NULL	26306392	0
0	PRJNA485056	PRJNA485056	SRP156699	NGS data; Stool samples from 112 individuals (two villages) in two rural communities of north-eastern Madagascar. Samples were collected by the Madagascar Health and Environmental Research (MAHERY) initiative between 2013 and 2014, and sequenced with Illumina HiSeq 2500.	NULL	N	No phenotype data, cannot assume that all samples are healthy. With age data. No gender BMI data.	112	112	Madagascar	30661755	0
1	PRJNA485797	PRJNA485797	SRP157774	Correlation of Microbiome Composition to Bipolar Disease Measures		Y		179	179	American	27988330	0
0	PRJNA489760	NULL	NULL	Explore the changes in fecal and blood microbiota in patients of Alzheimer’s disease, mild cognitive impairment and healthy participants\n	blood90,feces90(only collect feces)\n	Y	NULL	90	90	Chinese\n	31434623\n	0
0	PRJNA491657	PRJNA491657	SRP162022	Microbiota of allo-HSCT patients and in the setting of Autologous Fecal Microbiota Transplant (auto-FMT) at MSKCC Raw sequence reads	NULL	Y	NULL	3307	8384	NULL	24939656	0
0	PRJNA494824	PRJNA494824	SRP175066	NULL	NULL	Y	NULL	71	71	American	32138779	0
0	PRJNA496408	NULL	NULL	gut metagenome of AD patients\n	NULL	Y	NULL	93	93	Chinese\n	31063846\n	0
1	PRJNA50637	PRJNA50637	SRP002427	The bacteria that live in the gut are felt to play a key role in the health of the gastrointestinal tract. We will determine the role of the gut bacteria in the development of human inflammatory bowel disease through the use of state-of-the-art molecular biology techniques and advanced culture techniques	NULL	Y		612	1960	NULL	19819907	0
0	PRJNA508819	PRJNA508819	SRP172818	Gastric microbiota and gastric cancer	NULL	N	Not related to gut.	1	180	NULL	NULL	0
0	PRJNA510435	PRJNA510435	SRP173787	The study was supported by the intramural research program of NIAID/NIH and the NIAID Microbiome Program. The submission was performed by BCBB using the tool METAGENOTE on behalf of Irini Sereti (Principal Investigator) and Ornella Sortino.	NULL	Y	NULL	119	119	Thai	33324725	0
0	PRJNA510445	PRJNA510445	SRP173922	Microbes that live in the gastrointestinal tracts of humans and other animals play key roles in the metabolism of nutrients, harvest of energy for the host, and the uptake of vitamins. Therefore, these microbes may be important contributors to diseases in which nutrients are poorly absorbed, the gastrointestinal tract is diseased, and/or the host grows poorly. The aim of this project is to determine the role of gastrointestinal microbes in the relentless and difficult-to-treat growth failure in children with the genetic disease cystic fibrosis, with the hope of both identifying interventions that will lead to better nutritional outcomes in these and in other children with poor early growth.	NULL	Y	NULL	1279	1279	NULL	31959989	0
0	PRJNA516054	NULL	SRP182132	Whole metagenomic analysis of the enteric microbiota in children with autism spectrum disorder: the search for marker genes compositions; Gut metagenomes were isolated from children with autism spectrum disorder (ASD) and control group. This work was supported by the Russian Science Foundation, project no. 17-15-01488. Some samples were submitted to both 16S and metagenomic sequencing; Age and gender information were manually extracted from the sample description files.	NULL	Y		78	98	Russian	NULL	0
0	PRJNA517994	PRJNA517994	SRP187981	We used a high throughput, culture-independent approach by sequencing of the ribosomal internal transcribed sequences (ITS) on the Illumina MiSeq platform, using PCR primers containing BITS and B58S3 to target ITS1, in samples collected from alcoholics and non-alcoholic controls to determine the influence of the intestinal fungal mycobiome on progression of alcoholic liver disease.	NULL	Y	NULL	93	112	NULL	31228214	0
0	PRJNA524547	PRJNA524547	SRP187459	Study of the fecal microbiome in humans	NULL	Y	NULL	28	28	American	NULL	0
0	PRJNA528754	PRJNA528754	SRP189238	Accumulating evidence suggests that the intestinal microbiome may dramatically impact the outcomes of hematopoietic stem cell transplant (HSCT) patients. Providing 16S rRNA based microbiome characterization in a clinically actionable timeframe is currently problematic. Thus; determination of microbial metabolites as surrogates for microbiome composition could offer practical biomarkers.	NULL	N	No phenotype	457	457	NULL	31065565	0
0	PRJNA529598	PRJNA529598	SRP189726	This study explores the impact of a fecal microbiota transplant protocol on children with autism and relates them to age and gender matched controls. This project contains data from our initial study which tracked subjects for 18 weeks, and a follow-up sampling event approximately two years after fecal transplant.	NULL	N	Longitudinal study, the sample size is less than 20 groups	38	484		PMC5264285	0
0	PRJNA530339	PRJNA530339	SRP190630	The process that reabsorb calcium and phosphate from the bones instead of keeping these minerals just make our bones weaker, finally reach to the osteoporosis stage . The osteoporosis is a severe and common disease in elderly group, and it is the most common reason for fracture among the aged . Here wecarried out metagenomic shotgun sequencing to provide a detailed characterization of the compositional and functional features of gut microbiota change withe the bone loss.	NULL	N	Metadata from NCBI and paper are in conflict.	385	385	Chinese	31273779	0
0	PRJNA530620	PRJNA530620	SRP190463	Comparison of Autistic Symptoms and Gut Microbiota between Two Subgroups of ASD Children Based on.	NULL	N	The phenotype is all ASD. 	38	38		NULL	0
0	PRJNA532731	PRJNA532731	SRP192620	16S metagenomic analysis of gastric micriobiota in cancer and non-cancer tissue of gastric cancer patients	NULL	N	Not related to gut; no phenotype data.	123	123	NULL	NULL	0
0	PRJNA533120	PRJNA533120	SRP192904	MISEQ Resequencing of data reported in Kang et al 2017 and 2013 ( doi: 10.1371/journal.pone.0068322, doi: 10.1016/j.anaerobe.2017.12.007)	NULL	N		82	82			0
0	PRJNA543967	PRJNA543967	SRP201018	Childhood Malnutrition and the Intestinal Microbiome		Y	NULL	126	126	Chinese	NULL	0
0	PRJNA546034	PRJNA546034	SRP225688	Nonalcoholic fatty liver disease (NAFLD) is the most common cause of chronic liver disease in children in the United States. NAFLD is associated with obesity and metabolic syndrome; however, there is limited understanding of the development and progression of NAFLD. There is evidence of abnormalities of bacterial colonization, and intestinal bacterial product-induced inflammation associated with NAFLD and disease progression. The goal of this study was to characterize the intestinal microbiome in pediatric participants with NAFLD and in both obese and normal weight controls to determine the relationship between alterations in the intestinal microbiome, inflammation, and the development of NAFLD. We hypothesized that alterations in the intestinal microbiome are associated with increased systemic inflammation and the development and severity of NAFLD.	NULL	Y	NULL	248	248	NULL	NULL	0
0	PRJNA554111	NULL	NULL	The composition of gut microbiota was different between the two groups.\n	NULL	Y	NULL	86	86	Chinese\n	29758946\n	0
0	PRJNA559052	PRJNA559052	SRP217674	Evaluation of liver fat and gut microbiota composition changes in a double-blind placebo-controlled trial. Participants with NAFLD were randomised to 10-14 months intervention with either synbiotic (fructooligosaccharides; 4 g/day+Bifidobacterium animalis subsp. lactis BB-12) (n=55) or placebo (n=49). Published by Scorletti et al, Gastroenterology 2020.	NULL	Y	NULL	172	172	NULL	31987796	0
0	PRJNA578223	PRJNA578223	SRP226142	we sequenced the bacterial 16S rRNA gene to elucidate changes in fecal microbiota between 48 children with ASD and 48 healthy children.	What's unusual is that biosamples are all named the same.	Y		96	96	China:Shanghai	PMID: 32830918 DOI: 10.1002/aur.2358	0
0	PRJNA589343	NULL	NULL	NULL	NULL	Y	NULL	127	127	NULL	doi.org/10.1016/j.jpsychires.2020.06.032	0
0	PRJNA592853	PRJNA592853	SRP234378	Hematopoietic stem cell transplantation (HSCT) is the first-line immunotherapy to treat several hematologic disorders; although it can be associated with many complications reducing the survival rate; such as acute graft-versus-host disease (aGvHD) and infections. Given the fundamental role of the gut microbiome (GM) for host health; it is not surprising that a suboptimal path of GM recovery following HSCT may compromise immune homeostasis and/or increase the risk of opportunistic infections; with an ultimate impact in terms of aGvHD onset. Traditionally; the first nutritional approach in post-HSCT patients is parenteral nutrition (PN); which is associated with several clinical adverse effects; supporting enteral nutrition (EN) as a preferential alternative. The aim of the study was to evaluate the impact of EN vs. PN on the trajectory of compositional and functional GM recovery in pediatric patients undergoing HSCT. The GM structure and short-chain fatty acid (SCFA) production profiles were analyzed longitudinally in twenty pediatric patients receiving HSCT-of which; ten were fed post-transplant with EN and ten with total PN. According to our findings; we observed the prompt recovery of a structural and functional eubiotic GM layout post-HSCT only in EN subjects; thus possibly reducing the risk of systemic infections and GvHD onset.	NULL	Y	NULL	104	104	NULL	31817158	0
0	PRJNA601994	NULL	NULL	In Parkinson's disease (PD), gastrointestinal features are common and often precede the motor signs. To explore the association of gut microbiota with PD, we sequenced 16S rRNA V4 amplicons in 840 individuals (524 PD and 316 controls). Sequences and metadata are provided here, organized as two datasets because they differ in geographical origin of the participants, were collected at different times, were sequenced in different laboratories, differed in sequencing depth, and were analyzed separately by Wallen et al 2020 (DOI: 10.1038/s41531-020-0112-6). Dataset 1 was collected in 2014 in Seattle, WA, Albany, NY, and Atlanta, GA; sequenced at UCSD all in a single pool, uploaded to EBI-ENA (accession number ERP016332) and Qiita (study ID 10567), and reported by Hill-Burns et al in 2017 (DOI: 10.1002/mds.26942). Dataset 1 upload in EBI-ENA and Qiita included forward sequences that were demultiplexed using QIIME1 and included all sequences irrespective of count per sample. Dataset 1 uploaded here in SRA includes paired-end forward and reverse sequences that were demultiplexed using QIIME2 and excludes samples with too few sequences for analysis. Two subjects (10122.FP0016201 and 10122.GMWA.1090) in dataset 1 should be excluded from any analysis that require metadata other than case-control status. Dataset 2 was collected in 2015-2017 in Birmingham, AL, and was sequenced at HudsonAlpha Inst. in six sequencing pools. Dataset 2 is being made public here for the first time. This study was conducted by NeuroGenetics Research Consortium (NGRC). For details, and to cite the data, use DOI: 10.1038/s41531-020-0112-6. \n	the project has two datasets\n	Y	NULL	840	840	USA	32566740\n	0
0	PRJNA602484	PRJNA602484	SRP243841	Acute Graft-versus-Host Disease (aGVHD) is the main complication of hematopoietic stem cell transplantation (HSCT). Changes in gut microbiota composition have been associated with subsequent aGVHD; however; the specific actors of the intestinal ecosystem involved in the pathologic process at the time of aGVHD onset are not yet fully known. We prospectively collected stool samples from patients who underwent allo-HSCT. Patients sampled at aGVHD onset were compared to HSCT matched controls. To identify phylogenetic signatures of the disease process we used high-throughput DNA sequencing to assess the microbiota composition.	NULL	Y	NULL	64	64	NULL	32353108	0
0	PRJNA603512	PRJNA603512	SRP246940	The AFRIBIOTA project is a multi-site population study of the intestinal microbiota in child chronic undernutrition. This project examined recognition of the fecal microbiota by host antibody (immunoglobulin A and G) in 200 stunted and nonstunted children aged 2-5 years old from Madagascar and the Central African Republic. 16S rRNA sequencing of the IgA+; IgA-; IgG+ and IgG- sorted samples is deposited here.	NULL	Y	NULL	448	448	Madagascar; Central African Republic	32718353	0
0	PRJNA603658	PRJNA603658	SRP246037	Background: Inflammatory bowel diseases are classic polygenic disorders, with genetic loads that reflect immunopathological processes in response to intestinal microbiota. Our goal was to assess gut bacterial community, microRNA (miRNA), and short chain fatty acid (SCFA) signatures associated with the activity of Crohn's disease (CD).Methods: DNA, miRNA, and metabolites were extracted from stool samples of 15 CD patients, eight with active disease and seven in remission, and nine healthy individuals. Microbial, miRNA and SCFA profiles were assessed using datasets from 16s rRNA sequencing, Nanostring miRNA and GC-MS targeted analysis, respectively. 16S rRNA sequencing was conducted with Ion Torrent PGM and is based on 7 hypervariable regions.	NULL	Y		24	24	Polish	32958038	0
0	PRJNA604280	PRJNA604280	SRP246894	Fecal samples were deep-sequenced for the 16S rRNA V4 hypervariable region to survey differences in the intestinal bacterial microbiota associated with alcohol use among persons living with HIV.	NULL	Y	NULL	269	269	American	32725203	0
0	PRJNA604466	PRJNA604466	SRP246921	Gut microbiome of adolescents with normal SDS body weight and obesity	NULL	Y	NULL	53	53	Russian	32939372	0
0	PRJNA605031	PRJNA605031	SRP247425	This study describes the longitudinal development of the preterm infant intestinal microbiome; with reference to the clinical status of the infant. We describe reduced diversity accumulation and persistence of Enterobacteriaceae dominance in clinically unstable infants	NULL	Y	NULL	1266	1266	NULL	32152273	0
0	PRJNA605091	PRJNA605091	SRP247881	Low Bifidobacterium abundance in intestinal microbiome is related to Helicobacter pylori infection and severe gastric diseases	NULL	Y	NULL	60	60	Indian	33717022	0
0	PRJNA611518	PRJNA611518	SRP252225	This project investigated DNA extracted from feces of Nigerian children under five years of age suffering from diarrhea and healthy ones using high-throughput sequencing to compare the microbiome between the two groups.	stool sample	Y	NULL	8	8	Nigerian	NULL	0
0	PRJNA615162	PRJNA615162	SRP304581	Microbiome characterization of IgG4 patients and Intestinal Systemic Sclerosis patients\n	NULL\n	Y	NULL\n	313	313	NULL	33648559\n	0
0	PRJNA615774	PRJNA615774	SRP254243	This study was designed to investigate the alteration of gut microbiota and correlation with core symptom in sleep problems of children with autism spectrum disorders.	According to the sample name, S is ASD with sleep disorder and N is ASD without sleep disorder.	N	It's not about ASD patients and healthy people, it's about whether ASD patients have sleep disorders. All data were from ASD patients.	120	120		10.3389/fpsyt.2020.00855	0
0	PRJNA615842	PRJNA615842	SRP254841	Gut Microbiota (GM) dysbiosis associates with Atherosclerotic Cardiovascular Diseases (ACVD), but whether this also holds true in subjects without clinically manifest ACVD represents a challenge of personalized prevention. We connected exposure to diet (self-reported by food diaries) and markers of Subclinical Carotid Atherosclerosis (SCA) with individual taxonomic and functional GM profiles (from fecal metagenomic DNA) of 345 subjects without previous clinically manifest ACVD. We took advantage of 16s rRNA-based analysis to characterize taxonomic GM composition on an epidemiological study representative of the general population characterized by low CVD risk and analyzed for presence of subclinical carotid atherosclerosis (SCA); then, advanced metagenomic analysis on a subset of 23 samples characterized by presence of SCA and intima-media thickning and 23 healthy individuals was set to derive functional relevance of dysbiosis in pre-clinical setting and to identify the bacterial species mainly responsible of GM dysregulation during SCA progression.	NULL	Y	NULL	345	391	Italian	33494335	0
0	PRJNA624223	PRJNA624223	SRP273658	We aim to provide proof evidence of fecal microbiome alterations in COVID-19 and investigated microbiome and SARS-CoV-2 kinetics in 15 diagnosed COVID-19 cases.	NULL	Y	NULL	74	73	Chinese	32442562	0
0	PRJNA624252	PRJNA624252	SRP255984	The gut microbiome of healthy Japanese and its microbial and functional uniqueness	The data are inconsistent with the literature description. The literature says that there are 30 ASD samples, while the data has 30 run samples and 29 samples.	Y		49	50	China	doi: 10.7499/j.issn.1008-8830.2019.07.009	0
0	PRJNA633959	NULL	NULL	With the development of the next-generation sequencing techniques, the higher sequencing depth and coverage made it possible to decipher those unknown key functional taxa in Chinese AD patients. In our present study, the AD associated fecal microbiota were analyzed from AD patients and matched healthy controls from Lishui by 16S rRNA gene high-throughput sequencing platform, which will provide novel targets for the non-invasive diagnosis and personalized treatment of AD as well as the development of tailor-made probiotics designed for Chinese AD patients.\n	NULL	Y	NULL	171	171	Chinese	33614635	0
0	PRJNA637782	PRJNA637782	SRP266251	We analyzed the gut microbial characteristics of young Korean obese children.	NULL	Y	NULL	46	46	Korean	NULL	0
0	PRJNA639644	PRJNA639644	SRP268129	Gut microbiome analysis as a predictive marker for the gastric cancer patients	NULL	Y	NULL	227	227	NULL	33404833	0
1	PRJNA640404	PRJNA640404	SRP268004	16S rRNA gene from human gut microbiota treated with fibers. This study shows that dietary fibers of high specificity, but not low specificity ones, produce similar responses in individuals harboring distinct gut microbiota. Moreover, high specificity dietary fibers promote more intense changes in microbial community structure than low specificity ones. The study shows for the first time that fiber specificity is related to the similarity and intensity of fiber response in distinct human gut microbial communities. This work provides a path to promote targeted and predictable microbial shifts in gut bacteria with distinct community backgrounds through dietary fibers.	NULL	N	No treatment data. No age, gender, BMI data.	178	177	American	NULL	0
0	PRJNA641226	PRJNA641226	SRP268386	Validity and Safety of Symptom Improvement of ID-JPL934 for Abnormal Bowel Movement Such as Constipation, Diarrhea, Abdominal Pain: Randomized, Double-blind, Placebo-controlled, Parallel-group Study	NULL	N	No phenotype data. No treatment data. No BMD, gender data.	112	224	Korean	NULL	0
0	PRJNA641975	PRJNA641975	SRP269163	Fecal microbiota transplantations reconstitute gut fungal and viral microbiota in graft-versus-host disease. we investigate longitudinal dynamics of gut bacterial, fungal and viral microbiota in a teenager with gut GvHD treated with multiple fecal microbiota transplantation by using 16s rRNA and metagenomics analysis\n	NULL	N	No phenotype data. No intervention data. No age, gender, BMI data.	55	55	Chinese	NULL	0
0	PRJNA642333	PRJNA642333	SRP269245	The in vitro effects of the probiotic strain, Lactobacillus casei ZX633 on gut microbiota composition in infants with diarrhea\n	NULL	N	No treatment information. With phenotype data. Can be processed later.	27	27	Chinese	NULL	0
0	PRJNA642894	PRJNA642894	SRP269413	An oral FMT capsule as efficient as an enema for microbiota reconstruction following disruption by antibiotics, as assessed in an in vitro human gut model\nCollaboration: MaaT Pharma (Lyon, France), and UMR454MEDIS (Clermont-Ferrand, France)	NULL	N	Human FMT intervention. No age, gender, BMI data.	325	325	Franch	NULL	0
0	PRJNA642975	PRJNA642975	SRP269299	In this study, we attempt to characterize the gut microbiome of Chinese children with autism spectrum disorders (ASDs) and identify differentially abundant microbiota associated with inflammation.	NULL	N	The relative abundance data of samples are abnormal, almost all of them are 0	86	86	China	NULL	0
0	PRJNA643802	PRJNA643802	SRP269801	Metagenomes from patients participating in a randomised clinical trial receiving either FMT from donors or a placebo control. Faecal microbiota transplantation for the treatment of diarrhoea induced by tyrosine-kinase inhibitors in patients with metastatic renal cell carcinoma	NULL	N	FMT results.	45	45	Canadian	32859933	0
0	PRJNA644763	PRJNA644763	SRP271030	Study on the gut microbiota in autism children and their mothers Targeted loci. [objective]To study the alterations in gut microbota in autism children and explore the relationship between gut bacteria shared by children and their mothers and autism. [Relevance] Human health	NULL	N	No phenotype data; no age, BMI, gender data.	246	246	Chinese	NULL	0
0	PRJNA645635	PRJNA645635	SRP271589	Imbalanced development of immune system during early life undermines infants\\u2019 growth and wellbeing. Infantile eczema; usually coupled with a range of hypersensitive phenotypes; has come into notice with its rising prevalence and unclear pathogenesis. According to recent studies; close ties have been discovered between eczema and infants\\u2019 intestinal flora. To gain a further understanding toward interactions between microbiota and eczema; we involved breast milk flora as a new factor and presented the links among breast milk flora; infant intestinal flora and infantile eczema by a cohort study in northeast China. Totally 52 families were recruited with either eczema infant or healthy infant under 6-month-old in this study. Analysis and predictions were made based on amplicon sequencing of microbiota. As results; Bifidobacterium and Bacteroidetes were found enriching in healthy infant stools and eczema infant stools separately which was consistent with previous reports. Besides; distinct compositional features were observed in breast milk flora simultaneously as more \\u201cpositive\\u201c bacteria such as Akkermansia; certified with immunity homeostasis improvement; was enriched in breast milk from healthy infant\\u2019s mothers. On the bacteria delivery part; higher bacteria delivery efficiency was found in pairs of breast milk flora and stool flora in families with eczema infant compared with families with healthy infant. Bacteroidetes; a widely known indicator of eczema was also found delivered from breast milk in eczema pairs as well. Further metagenomic predictions revealed that breast milk microbiota was found significantly lower presented in metabolism and immune system pathway; especially in antigen processing and presentation and Th17 cell related pathways. In conclusion; as other components of breast milk; breast milk microbiota also closely connects with infant health via mother-infant bacteria delivery and metabolic functions of itself.	NULL	Y	NULL	103	103	Chinese	33735474	0
0	PRJNA646360	PRJNA646360	SRP272122	Prebiotic effect of AOS. In the present study, the capacity of gut bacteria to utilize alginate oligosaccharides (AOS) was evaluated as a complex bacterial community. To identify the effect of AOS on a complex bacterial community, colonic fermentations were carried out using an in vitro gut model. The dynamics of the microbiota community was determined using Illumina-based 16S gene amplicon sequencing.	NULL	N	dietary intervention with alginate oligosaccharides (AOS)	66	66	Denmark	NULL	0
0	PRJNA646734	PRJNA646734	SRP272863	this study characterized the fungal and bacterial gut microbiomes of children (3-6 years old) with varying degrees of exposure to indoor semi-volatile organic compounds. 	NULL	N	No phenotype data; with age, gender data. no exposure data.	127	127	American	NULL	0
0	PRJNA648297	PRJNA648297	SRP274074	Remarkably low relative abundance of several Bifidobacterium species in the altered intestinal microbiota of Helicobacter pylori infected patients with gastric ulcer and gastric cancer	NULL	Y	NULL	6	6	Indian	33717022	0
0	PRJNA650244	PRJNA650244	SRP293037	Stool samples were collected from in-hospital COVID-19 patients to characterise gut microbiome community composition associated with this disease.	samples marked as non-COVID-19 were labelled as Health in our database, which might not be true. Use with caution.	Y	NULL	274	274	Chinese	33431578	0
